Longitude,Latitude,datetime,UHI Index,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12,LST,is_building,Air Temp at Surface [degC],Relative Humidity [percent],Avg Wind Speed [m/s],Wind Direction [degrees],Solar Flux [W/m^2]
-73.98492167,40.781945,2021-07-24 15:42:00,0.980042635,554.0,792.0,921.0,1012.0,600.0,1332.0,1407.0,2066.0,1621.0,996.0,737.0,32.49443858000001,0,26.965014374891297,47.11253593722824,3.2349856251087012,151.4461187793493,648.7288093461941
-73.98488,40.78202667,2021-07-24 15:42:00,0.980042635,554.0,390.0,519.0,491.0,600.0,1332.0,1407.0,2068.0,1621.0,996.0,737.0,32.28593936000004,0,26.980185404947083,47.15046351236771,3.219814595052918,147.34994066428794,652.7491323109767
-73.984835,40.78211333,2021-07-24 15:42:00,0.980042635,493.0,422.0,420.0,393.0,674.0,1390.0,1313.0,995.0,1620.0,996.0,609.0,32.28593936000004,0,26.880591025947485,46.90147756486871,3.3194089740525103,174.24042299417775,626.3566218760847
-73.98478667,40.78221833,2021-07-24 15:42:00,0.980042635,493.0,792.0,821.0,793.0,674.0,1390.0,1313.0,1372.0,1620.0,996.0,609.0,32.28593936000004,0,26.912701905019897,46.981754762549734,3.2872980949801036,165.5704856446281,634.8660048302725
-73.98474667,40.78231667,2021-07-24 15:42:00,0.975715205,770.0,460.0,582.0,638.0,1024.0,1403.0,1623.0,1288.0,1610.0,1352.0,1049.0,32.05693201999998,0,26.944086646216345,47.06021661554086,3.255913353783654,157.09660552158667,643.1829612473315
-73.98470833,40.78241,2021-07-24 15:42:00,0.975715205,770.0,522.0,590.0,594.0,1024.0,1403.0,1623.0,1508.0,1610.0,1352.0,1049.0,32.05693201999998,0,26.965790674066152,47.114476685165386,3.2342093259338505,151.23651800213938,648.93452862753
-73.98467,40.78249667,2021-07-24 15:42:00,0.97355149,770.0,1172.0,1362.0,1400.0,1311.0,1710.0,1661.0,1626.0,1793.0,1321.0,978.0,32.05693201999998,0,26.898540494401374,46.94635123600343,3.3014595055986287,169.39406651162975,631.1132310163633
-73.98463667,40.78257333,2021-07-24 15:42:00,0.97355149,770.0,1108.0,1310.0,1272.0,1311.0,1710.0,1661.0,1612.0,1793.0,1321.0,978.0,31.827924680000024,0,26.958947702382293,47.09736925595574,3.241052297617708,153.08412035678109,647.1211411313075
-73.98458167,40.78270667,2021-07-24 15:42:00,0.971387776,744.0,480.0,554.0,384.0,815.0,1594.0,1630.0,899.0,1862.0,1164.0,778.0,31.827924680000024,0,26.936079232836676,47.04019808209169,3.2639207671633232,159.25860713409725,641.0609967017192
-73.98456167,40.782765,2021-07-24 15:42:00,0.969224061,744.0,480.0,554.0,384.0,815.0,1594.0,1630.0,899.0,1862.0,1164.0,778.0,31.827924680000024,0,26.93607923283672,47.0401980820918,3.263920767163286,159.25860713408716,641.0609967017293
-73.98455,40.78281167,2021-07-24 15:42:00,0.969224061,744.0,557.0,650.0,511.0,626.0,1974.0,1863.0,1382.0,2472.0,1148.0,688.0,31.564737140000037,0,26.999999999999996,47.199999999999996,3.1999999999999993,142.0,657.9999999999999
-73.98454167,40.782855,2021-07-24 15:42:00,0.969224061,744.0,557.0,650.0,511.0,626.0,1974.0,1863.0,1382.0,2472.0,1148.0,688.0,31.564737140000037,0,26.999999999999996,47.199999999999996,3.1999999999999993,141.99999999999997,657.9999999999999
-73.98453,40.78289833,2021-07-24 15:42:00,0.969224061,744.0,643.0,692.0,634.0,626.0,1974.0,1863.0,2070.0,2472.0,1148.0,688.0,31.564737140000037,0,27.0,47.199999999999996,3.1999999999999997,142.0,658.0
-73.98451833,40.78293667,2021-07-24 15:42:00,0.971387776,744.0,643.0,692.0,634.0,626.0,1974.0,1863.0,2070.0,2472.0,1148.0,688.0,31.564737140000037,0,27.0,47.20000000000002,3.200000000000001,142.0,658.0
-73.98449667,40.78297667,2021-07-24 15:42:00,0.971387776,744.0,551.0,590.0,535.0,586.0,965.0,1194.0,1220.0,1163.0,955.0,699.0,31.564737140000037,0,26.847547511156613,46.81886877789154,3.352452488843391,183.1621719877155,617.6000904565014
-73.98444,40.78307833,2021-07-24 15:42:00,0.971387776,744.0,480.0,586.0,481.0,586.0,965.0,1194.0,1388.0,1163.0,955.0,699.0,33.21222278000005,0,26.85169319434276,46.829232985856905,3.348306805657238,182.0428375274542,618.698696500832
-73.98434667,40.783205,2021-07-24 15:42:00,0.971387776,653.0,816.0,820.0,788.0,1154.0,1625.0,1598.0,1074.0,1816.0,1232.0,864.0,33.21222278000005,0,26.96074086041973,47.10185215104932,3.239259139580276,152.59996768667438,647.5963280112271
-73.98428833,40.78326667,2021-07-24 15:42:00,0.971387776,653.0,1406.0,1460.0,1472.0,1154.0,1625.0,1598.0,2030.0,1816.0,1232.0,864.0,33.21222278000005,0,26.83756112645966,46.79390281614915,3.362438873540341,185.858495855892,614.9536985118096
-73.98422667,40.78331833,2021-07-24 15:42:00,0.97355149,653.0,683.0,897.0,878.0,972.0,1527.0,1844.0,1684.0,2042.0,1450.0,1059.0,32.82940454000004,0,26.999999999999996,47.199999999999996,3.2,142.0,658.0
-73.98416167,40.78338333,2021-07-24 15:42:00,0.97355149,653.0,683.0,897.0,878.0,972.0,1527.0,1844.0,1684.0,2042.0,1450.0,1059.0,33.724925780000035,0,27.0,47.2,3.2,142.00000000000003,658.0000000000001
-73.98410167,40.783445,2021-07-24 15:42:00,0.97355149,653.0,599.0,623.0,695.0,972.0,1527.0,1844.0,1248.0,2042.0,1450.0,1059.0,33.724925780000035,0,26.9665770554727,47.11644263868176,3.233422944527298,151.02419502237052,649.142919700266
-73.984035,40.78351167,2021-07-24 15:42:00,0.97355149,976.0,473.0,509.0,629.0,940.0,1372.0,1592.0,1384.0,1495.0,1262.0,890.0,33.724925780000035,0,26.925499940468143,47.013749851170346,3.274500059531863,162.11501607360296,638.2574842240564
-73.98397,40.78357667,2021-07-24 15:42:00,0.97787892,976.0,473.0,509.0,629.0,940.0,1372.0,1592.0,1384.0,1495.0,1262.0,890.0,33.266911100000016,1,26.925499940468242,47.01374985117062,3.274500059531749,162.11501607357243,638.257484224086
-73.98383667,40.78377,2021-07-24 15:42:00,0.980042635,681.0,747.0,871.0,802.0,1057.0,1849.0,2446.0,2642.0,2353.0,1437.0,916.0,33.266911100000016,0,27.000000000000007,47.20000000000001,3.200000000000001,142.00000000000003,658.0000000000001
-73.98377,40.783835,2021-07-24 15:42:00,0.980042635,681.0,1268.0,1324.0,1220.0,943.0,1515.0,1537.0,1710.0,1854.0,1377.0,1101.0,33.266911100000016,0,26.944300576122608,47.06075144030652,3.2556994238774006,157.03884444689788,643.2396526724891
-73.98370333,40.7839,2021-07-24 15:42:00,0.980042635,681.0,863.0,969.0,860.0,724.0,1665.0,1582.0,2148.0,1993.0,1136.0,751.0,32.59014314000001,0,26.999999999999996,47.199999999999996,3.1999999999999997,142.0,658.0
-73.98355833,40.78403333,2021-07-24 15:42:00,0.980042635,681.0,418.0,452.0,351.0,659.0,1990.0,2505.0,1980.0,2601.0,1332.0,704.0,32.59014314000001,0,26.829143167582295,48.151916637755825,3.029143167582291,146.637542594195,528.6369697408768
-73.983495,40.78409167,2021-07-24 15:42:00,0.980042635,681.0,407.0,336.0,309.0,412.0,796.0,1178.0,837.0,1094.0,840.0,444.0,32.59014314000001,0,26.824531219169508,46.761328047923776,3.3754687808304897,189.37657082423218,611.5007730799202
-73.983395,40.78415833,2021-07-24 15:42:00,0.98220635,681.0,350.0,359.0,296.0,412.0,796.0,1178.0,705.0,1094.0,840.0,444.0,31.80741655999998,0,26.811791732273164,46.72947933068291,3.3882082677268377,192.81623228624622,608.124809052388
-73.98331,40.78422333,2021-07-24 15:42:00,0.98220635,851.0,403.0,347.0,297.0,872.0,1117.0,919.0,602.0,1178.0,945.0,705.0,32.36797184,1,26.812557059944996,46.7313926498625,3.387442940055005,192.6095938148513,608.3276208854237
-73.98324833,40.78428667,2021-07-24 15:42:00,0.98220635,851.0,403.0,347.0,297.0,872.0,1117.0,919.0,602.0,1178.0,945.0,705.0,32.36797184,0,26.812557059945018,46.731392649862535,3.3874429400549877,192.60959381484665,608.3276208854285
-73.98313,40.78438833,2021-07-24 15:42:00,0.98220635,851.0,1208.0,1332.0,1334.0,1012.0,1753.0,1960.0,1826.0,2152.0,1361.0,992.0,31.920211220000056,0,26.952207799152195,47.08051949788049,3.2477922008478006,154.9038942289063,645.3350667753325
-73.983075,40.78443667,2021-07-24 15:42:00,0.98220635,851.0,1208.0,1332.0,1334.0,1012.0,1753.0,1960.0,1826.0,2152.0,1361.0,992.0,32.53545482000004,0,26.952207799152326,47.080519497880815,3.2477922008476803,154.90389422887367,645.3350667753648
-73.983055,40.78448167,2021-07-24 15:42:00,0.980042635,851.0,506.0,486.0,464.0,774.0,1053.0,1218.0,880.0,1269.0,1122.0,942.0,32.53545482000004,0,26.850963137995425,46.827407844988564,3.3490368620045734,182.23995274123502,618.5052315687877
-73.98302833,40.78452167,2021-07-24 15:42:00,0.980042635,851.0,506.0,486.0,464.0,774.0,1053.0,1218.0,880.0,1269.0,1122.0,942.0,32.53545482000004,0,26.85096313799546,46.82740784498864,3.3490368620045396,182.23995274122575,618.5052315687968
-73.98299833,40.78455,2021-07-24 15:42:00,0.98220635,851.0,506.0,486.0,464.0,774.0,1053.0,1218.0,880.0,1269.0,1122.0,942.0,32.53545482000004,0,26.850963137995493,46.82740784498872,3.3490368620045112,182.23995274121813,618.5052315688043
-73.98297333,40.78458833,2021-07-24 15:42:00,0.98220635,851.0,400.0,387.0,290.0,492.0,1280.0,1517.0,655.0,1588.0,960.0,501.0,32.53545482000004,0,26.85463658396993,46.83659145992482,3.345363416030072,181.2481223281195,619.4786947520307
-73.98295833,40.78462167,2021-07-24 15:42:00,0.98220635,851.0,400.0,387.0,290.0,492.0,1280.0,1517.0,655.0,1588.0,960.0,501.0,32.53545482000004,0,26.85463658396994,46.836591459924854,3.345363416030057,181.24812232811544,619.4786947520348
-73.982945,40.78465,2021-07-24 15:42:00,0.98220635,851.0,400.0,387.0,290.0,492.0,1280.0,1517.0,655.0,1588.0,960.0,501.0,32.303029460000005,0,26.85463658396996,46.836591459924904,3.345363416030045,181.248122328112,619.4786947520383
-73.98293333,40.78468,2021-07-24 15:43:00,0.98220635,851.0,459.0,408.0,332.0,492.0,1280.0,1517.0,1128.0,1588.0,960.0,501.0,32.303029460000005,0,26.879145548923475,46.8978638723087,3.3208544510765217,174.6307017906607,625.9735704647219
-73.98292667,40.78469333,2021-07-24 15:43:00,0.98220635,851.0,459.0,408.0,332.0,492.0,1280.0,1517.0,1128.0,1588.0,960.0,501.0,32.303029460000005,0,26.879145548923486,46.89786387230872,3.320854451076513,174.63070179065838,625.973570464724
-73.98292333,40.78469667,2021-07-24 15:43:00,0.984370065,851.0,459.0,408.0,332.0,492.0,1280.0,1517.0,1128.0,1588.0,960.0,501.0,32.303029460000005,0,26.879145548923496,46.89786387230873,3.32085445107651,174.63070179065764,625.973570464725
-73.9828,40.784865,2021-07-24 15:43:00,1.00612742,654.0,1140.0,1226.0,1124.0,965.0,1396.0,1501.0,1996.0,1501.0,1226.0,894.0,32.90118296000003,0,26.940203107677927,47.05050776919482,3.2597968923220706,158.14516092695902,642.1538235346515
-73.9828,40.78492667,2021-07-24 15:43:00,1.003963705,654.0,1406.0,1604.0,1566.0,1680.0,1968.0,2063.0,2114.0,2057.0,1669.0,1254.0,32.477348480000046,0,26.814206714213416,46.73551678553355,3.3857932857865816,192.16418716237703,608.7647792665558
-73.982825,40.78497333,2021-07-24 15:43:00,1.003963705,654.0,705.0,788.0,824.0,1123.0,1955.0,2262.0,2584.0,2374.0,1470.0,994.0,32.477348480000046,0,27.0,47.199999999999996,3.2,142.00000000000003,658.0000000000001
-73.98287167,40.785005,2021-07-24 15:43:00,1.003963705,654.0,705.0,788.0,824.0,1123.0,1955.0,2262.0,2584.0,2374.0,1470.0,994.0,31.957809440000005,0,27.000000000000004,47.20000000000001,3.2,142.0,658.0
-73.98291833,40.78508,2021-07-24 15:43:00,1.003963705,654.0,932.0,1002.0,1032.0,1123.0,1955.0,2262.0,1926.0,2374.0,1470.0,994.0,31.957809440000005,0,26.999999999999996,47.2,3.1999999999999993,141.99999999999997,658.0
-73.98298833,40.785125,2021-07-24 15:43:00,1.00179999,654.0,1108.0,1260.0,1368.0,1175.0,2100.0,2243.0,2154.0,2570.0,1627.0,1086.0,31.957809440000005,0,27.000000000000004,47.20000000000002,3.2,142.00000000000006,658.0
-73.98306,40.78516,2021-07-24 15:43:00,1.00179999,654.0,1108.0,1260.0,1368.0,1175.0,2100.0,2243.0,2154.0,2570.0,1627.0,1086.0,31.957809440000005,0,26.999999999999996,47.199999999999996,3.1999999999999993,142.0,658.0
-73.98313667,40.78519667,2021-07-24 15:43:00,1.00179999,654.0,802.0,1001.0,1011.0,1042.0,2290.0,2578.0,2466.0,2802.0,1548.0,880.0,31.24686128000002,0,26.888264589017794,47.82252586118661,3.08826458901779,145.03281829808859,573.4003316848978
-73.98321833,40.78522167,2021-07-24 15:43:00,1.00179999,654.0,477.0,605.0,598.0,1042.0,2290.0,2578.0,2440.0,2802.0,1548.0,880.0,31.24686128000002,0,26.750586095977184,48.58959175098431,2.9505860959771772,148.7698059663338,469.1580440970049
-73.98329667,40.785255,2021-07-24 15:43:00,0.99747256,654.0,477.0,605.0,598.0,1042.0,2290.0,2578.0,2440.0,2802.0,1548.0,880.0,31.24686128000002,0,26.75058609597676,48.5895917509866,2.950586095976764,148.76980596634493,469.1580440966926
-73.98337167,40.785285,2021-07-24 15:43:00,0.99747256,551.0,629.0,785.0,744.0,839.0,1928.0,2212.0,1950.0,2314.0,1285.0,758.0,31.24686128000002,0,27.0,47.2,3.2,141.99999999999997,658.0
-73.98344667,40.785315,2021-07-24 15:43:00,0.995308846,551.0,634.0,728.0,748.0,839.0,1928.0,2212.0,2074.0,2314.0,1285.0,758.0,31.13406662,0,27.000000000000007,47.2,3.1999999999999997,142.00000000000003,658.0000000000001
-73.98352,40.785345,2021-07-24 15:44:00,0.995308846,551.0,440.0,576.0,498.0,830.0,1867.0,2022.0,2302.0,2247.0,1260.0,752.0,31.13406662,0,26.94573396998685,47.502339310073275,3.14573396998685,143.472935100357,616.9128629900431
-73.98359,40.78536833,2021-07-24 15:44:00,0.995308846,551.0,440.0,576.0,498.0,830.0,1867.0,2022.0,2302.0,2247.0,1260.0,752.0,31.13406662,0,26.94573396998679,47.502339310073594,3.1457339699867903,143.47293510035854,616.9128629899983
-73.983665,40.78539667,2021-07-24 15:44:00,0.995308846,551.0,573.0,623.0,593.0,830.0,1867.0,2022.0,1836.0,2247.0,1260.0,752.0,31.13406662,0,27.000000000000007,47.20000000000001,3.2000000000000006,142.00000000000003,658.0000000000001
-73.98373833,40.785425,2021-07-24 15:44:00,0.990981416,551.0,573.0,623.0,593.0,830.0,1867.0,2022.0,1836.0,2247.0,1260.0,752.0,31.13406662,0,27.0,47.199999999999996,3.1999999999999997,141.99999999999997,658.0
-73.98380667,40.78545333,2021-07-24 15:44:00,0.990981416,551.0,455.0,575.0,487.0,746.0,1266.0,1789.0,1638.0,1668.0,1173.0,804.0,31.13406662,0,26.984112720501077,47.160281801252694,3.2158872794989244,146.28956546470948,653.789870932785
-73.98386833,40.78547833,2021-07-24 15:44:00,0.995308846,551.0,835.0,697.0,736.0,877.0,1045.0,1204.0,1216.0,1258.0,1146.0,949.0,31.034944040000028,0,26.867076878752055,46.86769219688012,3.3329231212479495,177.88924273694641,622.7753728692933
-73.98392833,40.78550167,2021-07-24 15:44:00,0.995308846,551.0,737.0,876.0,786.0,877.0,1045.0,1204.0,1090.0,1258.0,1146.0,949.0,31.034944040000028,0,26.864864801476244,46.8621620036906,3.335135198523762,178.4865036014157,622.1891723912031
-73.98398833,40.78551833,2021-07-24 15:44:00,0.995308846,821.0,665.0,841.0,874.0,1145.0,1440.0,1643.0,1540.0,1677.0,1369.0,1032.0,31.034944040000028,0,26.973521901895662,47.13380475473916,3.226478098104337,149.14908648817098,650.9833040023506
-73.98401333,40.78555833,2021-07-24 15:44:00,0.995308846,821.0,869.0,943.0,1094.0,1145.0,1440.0,1643.0,1404.0,1677.0,1369.0,1032.0,31.034944040000028,0,26.943913466802723,47.05978366700681,3.256086533197278,157.14336396326502,643.1370687027214
-73.98405,40.78566167,2021-07-24 15:44:00,0.993145131,821.0,924.0,1100.0,1302.0,1507.0,1822.0,2009.0,1784.0,2065.0,1703.0,1349.0,31.034944040000028,0,26.955448156914287,47.088620392285726,3.2445518430857128,154.02899763314232,646.1937615822862
-73.98407833,40.78572167,2021-07-24 15:44:00,0.993145131,821.0,924.0,1100.0,1302.0,1507.0,1822.0,2009.0,1784.0,2065.0,1703.0,1349.0,31.034944040000028,0,26.95544815691437,47.08862039228592,3.2445518430856333,154.02899763312095,646.1937615823072
-73.98412667,40.785765,2021-07-24 15:44:00,0.995308846,821.0,957.0,1182.0,1260.0,1507.0,1822.0,2009.0,2282.0,2065.0,1703.0,1349.0,30.55983925999999,0,26.960526972499522,47.1013174312488,3.2394730275004773,152.6577174251289,647.5396477123734
-73.98417333,40.78580667,2021-07-24 15:44:00,0.995308846,821.0,1302.0,1552.0,1432.0,1507.0,1822.0,2009.0,1870.0,2065.0,1703.0,1349.0,30.55983925999999,0,26.845028753530627,46.81257188382657,3.3549712464693724,183.84223654673056,616.9326196856163
-73.98422167,40.78584333,2021-07-24 15:44:00,0.990981416,705.0,1162.0,1388.0,1338.0,1198.0,2106.0,2374.0,2136.0,2587.0,1686.0,1169.0,30.03346418000001,0,26.9823006328236,47.155751582059004,3.2176993671763983,146.77882913762753,653.3096676982544
-73.98427333,40.78586833,2021-07-24 15:44:00,0.990981416,705.0,1652.0,1748.0,1948.0,1776.0,2252.0,2392.0,2322.0,2484.0,1954.0,1540.0,30.03346418000001,0,26.822777379932617,46.75694344983155,3.3772226200673834,189.85010741819346,611.0360056821436
-73.98432667,40.78588667,2021-07-24 15:44:00,0.990981416,705.0,1652.0,1748.0,1948.0,1776.0,2252.0,2392.0,2322.0,2484.0,1954.0,1540.0,30.03346418000001,0,26.8227773799326,46.756943449831496,3.3772226200673985,189.85010741819758,611.0360056821393
-73.98438833,40.78589167,2021-07-24 15:44:00,0.990981416,705.0,1792.0,1836.0,1976.0,1776.0,2252.0,2392.0,2356.0,2484.0,1954.0,1540.0,30.03346418000001,0,26.821528300533473,46.75382075133368,3.378471699466529,190.18735885596274,610.70499964137
-73.98445667,40.78588667,2021-07-24 15:44:00,0.988817701,705.0,1792.0,1836.0,1976.0,1776.0,2252.0,2392.0,2356.0,2484.0,1954.0,1540.0,30.03346418000001,0,26.821528300533455,46.75382075133363,3.3784716994665485,190.18735885596809,610.7049996413647
-73.98452167,40.78587333,2021-07-24 15:44:00,0.988817701,705.0,1510.0,1662.0,1730.0,1737.0,2086.0,2184.0,2138.0,2290.0,1778.0,1410.0,29.41480256,0,26.82134228689196,46.75335571722989,3.378657713108044,190.23758253917185,610.6557060263682
-73.98458333,40.78584667,2021-07-24 15:44:00,0.984490271,705.0,1510.0,1662.0,1730.0,1737.0,2086.0,2184.0,2138.0,2290.0,1778.0,1410.0,29.41480256,0,26.82134228689188,46.75335571722972,3.378657713108116,190.23758253919124,610.6557060263493
-73.984635,40.785815,2021-07-24 15:44:00,0.984490271,821.0,1460.0,1552.0,1754.0,1951.0,2188.0,2491.0,2124.0,2454.0,1999.0,1620.0,29.41480256,0,26.84568401152918,46.814210028822956,3.35431598847082,183.66531688712152,617.1062630552325
-73.98470333,40.785615,2021-07-24 15:44:00,0.980283048,724.0,650.0,905.0,662.0,966.0,2361.0,2923.0,3086.0,2941.0,1535.0,921.0,29.794202779999974,0,26.59592937190448,49.45125064224649,2.795929371904478,152.96763133402135,352.06081015624744
-73.98468833,40.78554667,2021-07-24 15:44:00,0.980283048,724.0,530.0,717.0,587.0,966.0,2361.0,2923.0,3254.0,2941.0,1535.0,921.0,29.794202779999974,0,26.542045404305842,49.75146131886747,2.74204540430584,154.43019616884152,311.26294897442125
-73.98467,40.78539,2021-07-24 15:44:00,0.975955618,821.0,656.0,783.0,607.0,960.0,2112.0,2445.0,2480.0,2584.0,1473.0,818.0,29.89332536000001,0,26.829411329784413,48.1504225912011,3.0294113297844163,146.6302639058515,528.8400068367727
-73.98467333,40.78530333,2021-07-24 15:44:00,0.975955618,821.0,529.0,686.0,599.0,960.0,2112.0,2445.0,2420.0,2584.0,1473.0,818.0,29.89332536000001,0,26.776287557457778,48.44639789416378,2.9762875574577827,148.07219486900303,488.6177220751783
-73.98468667,40.78519833,2021-07-24 15:44:00,0.975955618,534.0,297.0,415.0,269.0,839.0,2170.0,2566.0,3042.0,2739.0,1411.0,746.0,29.89332536000001,0,26.571511886426883,49.58729091847884,2.771511886426878,153.63039165412764,333.57328543749276
-73.9847,40.78509833,2021-07-24 15:44:00,0.975955618,534.0,227.0,419.0,186.0,692.0,2136.0,2627.0,3182.0,2626.0,1316.0,648.0,29.746350500000005,0,26.585680377137308,49.508352184520795,2.785680377137297,153.24581833484487,344.30085697538175
-73.98475333,40.78489833,2021-07-24 15:44:00,0.975955618,534.0,330.0,519.0,283.0,675.0,2537.0,3238.0,3394.0,3304.0,1378.0,665.0,28.08177476000003,0,26.46634870192046,50.173200089300316,2.666348701920458,156.4848209478733,253.949731454061
-73.98479,40.78479333,2021-07-24 15:44:00,0.971628188,534.0,295.0,504.0,290.0,675.0,2537.0,3238.0,3530.0,3304.0,1378.0,665.0,28.08177476000003,0,26.471100189336674,50.14672751655278,2.6711001893366793,156.35585200371864,257.5472862120575
-73.984835,40.78469,2021-07-24 15:44:00,0.971628188,472.0,317.0,492.0,354.0,695.0,2668.0,3338.0,3670.0,3640.0,1470.0,704.0,28.08177476000003,0,26.365183107848686,50.736836970557306,2.5651831078486893,159.23074421553557,177.35292451400758
-73.98488167,40.78458667,2021-07-24 15:44:00,0.969464473,472.0,330.0,452.0,284.0,695.0,2668.0,3338.0,3538.0,3640.0,1470.0,704.0,29.442146719999982,0,26.363448079708743,50.74650355590842,2.563448079708744,159.2778378364769,176.03926035090663
-73.98493,40.78449,2021-07-24 15:44:00,0.969464473,472.0,330.0,516.0,307.0,764.0,2368.0,2818.0,3686.0,3140.0,1420.0,813.0,29.442146719999982,0,26.489292221479438,50.04537190890026,2.6892922214794415,155.8620682741294,271.32125340586316
-73.984975,40.78439667,2021-07-24 15:44:00,0.967300759,472.0,298.0,437.0,264.0,624.0,2356.0,3298.0,3580.0,3369.0,1367.0,572.0,29.442146719999982,0,26.473439655272376,50.133693349196776,2.6734396552723734,156.29235221403556,259.31859613479736
-73.98502333,40.78431,2021-07-24 15:44:00,0.967300759,472.0,276.0,465.0,279.0,746.0,2479.0,3475.0,3838.0,3436.0,1424.0,662.0,28.44408487999999,0,26.370910969328662,50.704924599454614,2.5709109693286605,159.0752736896507,181.68973392027104
-73.98506667,40.784235,2021-07-24 15:44:00,0.969464473,472.0,448.0,566.0,491.0,746.0,2479.0,3475.0,3494.0,3436.0,1424.0,662.0,28.44408487999999,0,26.424681537353937,50.405345720456616,2.6246815373539394,157.61578684325016,222.40173542512534
-73.98511,40.78416833,2021-07-24 15:44:00,0.969464473,404.0,603.0,681.0,605.0,808.0,2152.0,3015.0,2876.0,2950.0,1397.0,736.0,28.44408487999999,0,26.56328721891721,49.6331140660327,2.7632872189172097,153.85363262939003,327.34603718017297
-73.985155,40.78411167,2021-07-24 15:44:00,0.965137044,404.0,380.0,507.0,373.0,808.0,2152.0,3015.0,3742.0,2950.0,1397.0,736.0,28.44408487999999,0,26.500504283755024,49.982904704793384,2.700504283755032,155.55774086950626,279.8103862716672
-73.98518833,40.784065,2021-07-24 15:44:00,0.965137044,404.0,380.0,507.0,373.0,808.0,2152.0,3015.0,3742.0,2950.0,1397.0,736.0,29.233647500000018,0,26.50050428375488,49.98290470479425,2.7005042837548783,155.55774086951047,279.8103862715502
-73.985215,40.78403833,2021-07-24 15:45:00,0.967300759,404.0,380.0,507.0,373.0,808.0,2152.0,3015.0,3742.0,2950.0,1397.0,736.0,29.233647500000018,0,26.500504283754776,49.98290470479479,2.7005042837547792,155.5577408695131,279.8103862714758
-73.98523167,40.78401667,2021-07-24 15:45:00,0.967300759,404.0,283.0,386.0,253.0,580.0,2562.0,2903.0,3448.0,3400.0,1317.0,613.0,29.233647500000018,0,26.46922687911134,50.15716453066536,2.669226879111343,156.40669899554922,256.1289227557312
-73.98524667,40.78399,2021-07-24 15:45:00,0.965137044,404.0,283.0,386.0,253.0,580.0,2562.0,2903.0,3448.0,3400.0,1317.0,613.0,29.233647500000018,0,26.46922687911128,50.15716453066575,2.669226879111278,156.40669899555107,256.1289227556816
-73.98526667,40.78394667,2021-07-24 15:45:00,0.965137044,404.0,283.0,386.0,253.0,580.0,2562.0,2903.0,3448.0,3400.0,1317.0,613.0,29.233647500000018,0,26.469226879111172,50.15716453066634,2.6692268791111697,156.406698995554,256.1289227555999
-73.98528833,40.78389,2021-07-24 15:45:00,0.965137044,404.0,281.0,426.0,287.0,580.0,2562.0,2903.0,3096.0,3400.0,1317.0,613.0,27.94505396,0,26.46166898190021,50.19927281512743,2.661668981900207,156.6118419198515,250.4065148672994
-73.98535833,40.78374333,2021-07-24 15:45:00,0.965137044,404.0,336.0,455.0,237.0,652.0,2443.0,2612.0,3256.0,3010.0,1314.0,680.0,28.307364080000013,0,26.55990054951112,49.65198265272375,2.759900549511121,153.94555651326954,324.7818446298489
-73.98540667,40.78365667,2021-07-24 15:45:00,0.965137044,448.0,338.0,532.0,292.0,701.0,2029.0,2145.0,3376.0,2563.0,1282.0,770.0,28.307364080000013,0,26.629201098745234,49.265879592705126,2.8292010987452327,152.06454160548654,377.25226047853323
-73.98546167,40.78356333,2021-07-24 15:45:00,0.965137044,448.0,453.0,604.0,489.0,701.0,2029.0,2145.0,2740.0,2563.0,1282.0,770.0,28.96704194000006,0,26.679464611319606,48.985840022647935,2.8794646113196034,150.7002462641822,415.30891999912825
-73.98554167,40.78345667,2021-07-24 15:45:00,0.965137044,400.0,485.0,604.0,455.0,758.0,2179.0,3072.0,3190.0,2968.0,1474.0,785.0,27.70237454000005,0,26.51607253061029,49.89616732945695,2.716072530610292,155.13517416914922,291.5977731763636
-73.98562833,40.78334333,2021-07-24 15:45:00,0.965137044,400.0,377.0,558.0,397.0,758.0,2179.0,3072.0,3664.0,2968.0,1474.0,785.0,27.70237454000005,0,26.49973425600224,49.98719485941608,2.6997342560022437,155.57864162279625,279.22736525884176
-73.98572,40.78322167,2021-07-24 15:45:00,0.971628188,400.0,364.0,503.0,311.0,737.0,2774.0,3163.0,4034.0,3829.0,1523.0,762.0,28.25951180000004,0,26.360963783958677,50.76034463223021,2.5609637839586803,159.34526872112156,174.1582935687151
-73.985905,40.78297333,2021-07-24 15:46:00,0.969464473,423.0,409.0,607.0,440.0,798.0,2303.0,2570.0,3480.0,3106.0,1417.0,769.0,28.908935600000007,0,26.50295949065906,49.96922569489953,2.7029594906590577,155.49109953925412,281.6693286418584
-73.985995,40.78285167,2021-07-24 15:46:00,0.969464473,423.0,474.0,602.0,476.0,847.0,2790.0,4178.0,3964.0,3839.0,1691.0,757.0,28.908935600000007,0,26.344040899157328,50.85462927612345,2.5440408991573302,159.80460416572961,161.34525221912153
-73.98608333,40.78273,2021-07-24 15:46:00,0.971628188,423.0,347.0,524.0,319.0,849.0,1941.0,2966.0,3806.0,2753.0,1520.0,812.0,29.10718076000001,0,26.560564430579838,49.64828388676948,2.760564430579838,153.92753688426154,325.28449743902024
